"","Name","Longitude","Latitude","Population"
"6796","Nashville, Georgia",-83.2487,31.2051,4531
"6797","Lovejoy, Georgia",-84.3178,33.4422,6367
"6798","Iron City, Georgia",-84.8133,31.0136,303
"6799","Bowersville, Georgia",-83.0831,34.3728,469
"6800","LaFayette, Georgia",-85.2815,34.7088,7403
"6801","Garden City, Georgia",-81.1773,32.0867,8900
"6802","Oxford, Georgia",-83.8721,33.6277,2224
"6803","Waco, Georgia",-85.1892,33.7026,522
"6804","Homerville, Georgia",-82.742,31.0385,2682
"6805","Alma, Georgia",-82.4745,31.5432,3495
"6806","Ila, Georgia",-83.2929,34.1729,345
"6807","Euharlee, Georgia",-84.9327,34.1441,4293
"6808","Reidsville, Georgia",-82.1244,32.0871,2613
"6809","Menlo, Georgia",-85.4776,34.4835,468
"6810","Mitchell, Georgia",-82.7031,33.2198,197
"6811","Buckhead, Georgia",-83.3623,33.5685,172
"6812","Hampton, Georgia",-84.2853,33.3834,7532
"6813","Clarkston, Georgia",-84.2381,33.8138,12742
"6814","Riceboro, Georgia",-81.4438,31.7264,765
"6815","Smyrna, Georgia",-84.5169,33.864,56664
"6816","Carlton, Georgia",-83.0386,34.0427,264
"6817","Millen, Georgia",-81.9423,32.8071,2618
"6818","Lula, Georgia",-83.6652,34.3954,2706
"6819","East Dublin, Georgia",-82.8688,32.5477,2381
"6820","Gordon, Georgia",-83.335,32.8866,1952
"6821","Albany, Georgia",-84.1762,31.5776,91284
"6822","Griffin, Georgia",-84.2747,33.2418,22928
"6823","Conyers, Georgia",-83.9967,33.6645,15919
"6824","Woodland, Georgia",-84.5606,32.7877,358
"6825","Flovilla, Georgia",-83.903,33.2524,640
"6826","Clarkesville, Georgia",-83.5283,34.6102,1770
"6827","Harlem, Georgia",-82.3139,33.4154,3062
"6828","Stone Mountain, Georgia",-84.172,33.8037,6328
"6829","Statham, Georgia",-83.6024,33.9646,2647
"6830","Woolsey, Georgia",-84.4112,33.3627,168
"6831","Norman Park, Georgia",-83.6843,31.2692,969
"6832","Warm Springs, Georgia",-84.6766,32.8853,401
"6833","Lilburn, Georgia",-84.1379,33.8887,12675
"6834","Cartersville, Georgia",-84.8007,34.1631,55195
"6835","Alto, Georgia",-83.5727,34.4652,1164
"6836","Roberta, Georgia",-84.0104,32.7196,992
"6837","Woodbine, Georgia",-81.7175,30.9595,1322
"6838","Brinson, Georgia",-84.7379,30.9784,208
"6839","Bowman, Georgia",-83.0309,34.2051,811
"6840","Adairsville, Georgia",-84.9214,34.3702,4816
"6841","Sardis, Georgia",-81.7621,32.9756,975
"6842","Alamo, Georgia",-82.7798,32.1469,3389
"6843","Nelson, Georgia",-84.3708,34.379,4237
"6844","Bowdon, Georgia",-85.2539,33.5378,2097
"6845","Baconton, Georgia",-84.1592,31.3804,857
"6846","Social Circle, Georgia",-83.712,33.6523,3476
"6847","Kite, Georgia",-82.5136,32.6921,223
"6848","Molena, Georgia",-84.5001,33.0119,371
"6849","Dahlonega, Georgia",-83.9796,34.5303,5909
"6850","Louisville, Georgia",-82.4,32.9954,3128
"6851","Jacksonville, Georgia",-82.979,31.8126,136
"6852","Sylvania, Georgia",-81.641,32.7465,2628
"6853","Shady Dale, Georgia",-83.5883,33.4007,239
"6854","Jasper, Georgia",-84.4495,34.4711,6126
"6855","Cairo, Georgia",-84.2051,30.8789,9378
"6856","Brooklet, Georgia",-81.6668,32.3898,1523
"6857","Hiltonia, Georgia",-81.6613,32.8833,323
"6858","Perry, Georgia",-83.7282,32.4713,16200
"6859","Walthourville, Georgia",-81.6217,31.7716,3959
"6860","Arcade, Georgia",-83.5403,34.0711,1808
"6861","Warwick, Georgia",-83.9206,31.8298,409
"6862","Andersonville, Georgia",-84.1454,32.1965,234
"6863","Gainesville, Georgia",-83.8299,34.2903,154859
"6864","Plains, Georgia",-84.3946,32.0331,734
"6865","Between, Georgia",-83.8043,33.8177,342
"6866","Fargo, Georgia",-82.5721,30.6881,320
"6867","East Point, Georgia",-84.47,33.6696,35471
"6868","Vienna, Georgia",-83.7864,32.0925,3232
"6869","College Park, Georgia",-84.4597,33.6385,15035
"6870","Dooling, Georgia",-83.9289,32.23,137
"6871","Hiram, Georgia",-84.7707,33.8773,3898
"6872","Temple, Georgia",-85.0289,33.7342,4378
"6873","Oconee, Georgia",-82.9577,32.8534,256
"6874","Vidette, Georgia",-82.2475,33.0376,110
"6875","Brunswick, Georgia",-81.474,31.145,54213
"6876","Gray, Georgia",-83.5376,33.0023,4555
"6877","Dearing, Georgia",-82.3852,33.4149,546
"6878","Sandersville, Georgia",-82.8093,32.9827,7026
"6879","Nicholson, Georgia",-83.4289,34.1172,1724
"6880","Columbus, Georgia",-84.8771,32.51,263737
"6881","Chester, Georgia",-83.1551,32.3945,1567
"6882","Forsyth, Georgia",-83.938,33.0347,5264
"6883","Santa Claus, Georgia",-82.3298,32.1712,166
"6884","Newington, Georgia",-81.5062,32.5887,261
"6885","West Point, Georgia",-85.1453,32.8955,3766
"6886","Madison, Georgia",-83.4758,33.5791,4491
"6887","Tennille, Georgia",-82.8134,32.9359,1854
"6888","Stillmore, Georgia",-82.2145,32.441,522
"6889","Ochlocknee, Georgia",-84.0517,30.9752,680
"6890","Nicholls, Georgia",-82.6386,31.5191,3331
"6891","Nahunta, Georgia",-81.9814,31.2065,1048
"6892","Camak, Georgia",-82.6463,33.4526,131
"6893","Pendergrass, Georgia",-83.6828,34.1647,463
"6894","Meigs, Georgia",-84.0922,31.0713,1038
"6895","Du Pont, Georgia",-82.8691,30.9891,123
"6896","Nunez, Georgia",-82.3466,32.492,148
"6897","Scotland, Georgia",-82.818,32.0472,344
"6898","Greenville, Georgia",-84.7163,33.0322,855
"6899","Berkeley Lake, Georgia",-84.1839,33.9806,2062
"6900","Thomasville, Georgia",-83.9782,30.8394,24678
"6901","Tifton, Georgia",-83.5205,31.4624,24463
"6902","Portal, Georgia",-81.9295,32.5389,650
"6903","Ludowici, Georgia",-81.7457,31.7096,2162
"6904","Ambrose, Georgia",-83.0137,31.5944,382
"6905","Jenkinsburg, Georgia",-84.0384,33.3228,371
"6906","Norwood, Georgia",-82.7055,33.4626,227
"6907","Trenton, Georgia",-85.5096,34.8741,2793
"6908","Maxeys, Georgia",-83.1737,33.7555,224
"6909","Ellenton, Georgia",-83.5876,31.1759,284
"6910","Hahira, Georgia",-83.3787,30.9941,2937
"6911","Franklin, Georgia",-85.098,33.2792,964
"6912","Adrian, Georgia",-82.592,32.5306,651
"6913","Eastman, Georgia",-83.1714,32.1973,6290
"6914","Greensboro, Georgia",-83.1878,33.5678,2780
"6915","Morven, Georgia",-83.5003,30.9433,533
"6916","Geneva, Georgia",-84.5516,32.5789,98
"6917","Damascus, Georgia",-84.717,31.2988,236
"6918","Lawrenceville, Georgia",-83.993,33.9524,30782
"6919","Sale City, Georgia",-84.0214,31.2626,348
"6920","North High Shoals, Georgia",-83.5015,33.8273,723
"6921","Keysville, Georgia",-82.2289,33.2375,304
"6922","Soperton, Georgia",-82.5944,32.3782,2715
"6923","Bainbridge, Georgia",-84.5722,30.9046,11713
"6924","Ideal, Georgia",-84.1894,32.3726,456
"6925","Cave Spring, Georgia",-85.339,34.1065,1154
"6926","Demorest, Georgia",-83.5424,34.5648,2061
"6927","Oakwood, Georgia",-83.8851,34.2235,4161
"6928","Hephzibah, Georgia",-82.0995,33.2907,3898
"6929","Thomaston, Georgia",-84.3272,32.8907,14089
"6930","Camilla, Georgia",-84.2088,31.2337,6692
"6931","Homeland, Georgia",-82.0211,30.8603,864
"6932","Springfield, Georgia",-81.3079,32.3641,5151
"6933","Thunderbolt, Georgia",-81.0478,32.0339,2683
"6934","Woodbury, Georgia",-84.5821,32.9848,900
"6935","Jakin, Georgia",-84.9822,31.0901,149
"6936","Varnell, Georgia",-84.9652,34.9013,1795
"6937","Avalon, Georgia",-83.1967,34.5027,207
"6938","Glenwood, Georgia",-82.6712,32.1805,742
"6939","Ty Ty, Georgia",-83.6509,31.472,726
"6940","Mountain Park, Georgia",-84.4133,34.083,582
"6941","Quitman, Georgia",-83.5603,30.7849,3805
"6942","Mount Vernon, Georgia",-82.5953,32.1836,2278
"6943","Milton, Georgia",-84.3138,34.1353,38411
"6944","Surrency, Georgia",-82.1987,31.7215,206
"6945","Fort Gaines, Georgia",-85.0528,31.6238,1046
"6946","Ball Ground, Georgia",-84.3622,34.3419,1909
"6947","Morgan, Georgia",-84.6033,31.5381,1782
"6948","Riverdale, Georgia",-84.4098,33.5645,16258
"6949","Lone Oak, Georgia",-84.8173,33.1724,89
"6950","Adel, Georgia",-83.4249,31.1316,7014
"6951","Roopville, Georgia",-85.1304,33.4566,228
"6952","Twin City, Georgia",-82.1575,32.5829,1699
"6953","Girard, Georgia",-81.7122,33.04,151
"6954","Fairmount, Georgia",-84.6997,34.4378,738
"6955","Cuthbert, Georgia",-84.794,31.7713,3605
"6956","Roswell, Georgia",-84.3513,34.0391,94598
"6957","Hapeville, Georgia",-84.4093,33.6609,6627
"6958","Climax, Georgia",-84.4312,30.8756,271
"6959","Bogart, Georgia",-83.5335,33.9474,1056
"6960","Delphi, Indiana",-86.6672,40.5831,2990
"6961","Kouts, Indiana",-87.0264,41.3172,1962
"6962","Plainville, Indiana",-87.1517,38.8048,494
"6963","Brownsburg, Indiana",-86.3828,39.833,25408
"6964","Wabash, Indiana",-85.831,40.8046,10015
"6965","Otterbein, Indiana",-87.0936,40.4886,1256
"6966","Edwardsport, Indiana",-87.2511,38.8127,298
"6967","Etna Green, Indiana",-86.0461,41.2755,586
"6968","Monroe City, Indiana",-87.3532,38.6145,533
"6969","Fremont, Indiana",-84.9343,41.7298,2135
"6970","Avilla, Indiana",-85.2344,41.3641,2411
"6971","Modoc, Indiana",-85.1261,40.0455,190
"6972","Shirley, Indiana",-85.5801,39.8911,830
"6973","Atlanta, Indiana",-86.0266,40.2135,738
"6974","Charlestown, Indiana",-85.6677,38.427,7438
"6975","Whitestown, Indiana",-86.3607,39.9704,6590
"6976","Batesville, Indiana",-85.2139,39.2974,7922
"6977","Holland, Indiana",-87.038,38.2462,626
"6978","Monterey, Indiana",-86.4821,41.1561,206
"6979","Huntertown, Indiana",-85.1764,41.2129,5286
"6980","New Amsterdam, Indiana",-86.2754,38.1019,27
"6981","Monon, Indiana",-86.8788,40.8642,1725
"6982","Fowler, Indiana",-87.3185,40.6171,2265
"6983","Jonesville, Indiana",-85.8878,39.0598,185
"6984","Chesterfield, Indiana",-85.5942,40.113,2484
"6985","McCordsville, Indiana",-85.923,39.9036,6485
"6986","Goshen, Indiana",-85.8304,41.5741,33034
"6987","Williams Creek, Indiana",-86.1502,39.9001,421
"6988","Blountsville, Indiana",-85.2384,40.0599,131
"6989","Pierceton, Indiana",-85.7032,41.1992,1028
"6990","Crandall, Indiana",-86.066,38.288,152
"6991","Lagro, Indiana",-85.7276,40.8392,402
"6992","Thorntown, Indiana",-86.61,40.1293,1487
"6993","Griffith, Indiana",-87.424,41.5279,16252
"6994","Mecca, Indiana",-87.3317,39.7271,320
"6995","Winchester, Indiana",-84.9765,40.172,4791
"6996","Jeffersonville, Indiana",-85.7026,38.3377,47124
"6997","Lebanon, Indiana",-86.455,40.0318,15713
"6998","Denver, Indiana",-86.0771,40.8646,471
"6999","Medaryville, Indiana",-86.8905,41.0803,581
"7000","Burlington, Indiana",-86.3943,40.4808,600
"7001","Hamlet, Indiana",-86.5831,41.3792,769
"7002","Whiteland, Indiana",-86.0742,39.5507,4346
"7003","Churubusco, Indiana",-85.3201,41.2308,1811
"7004","Hammond, Indiana",-87.4908,41.617,77134
"7005","Hamilton, Indiana",-84.9203,41.5407,1530
"7006","Brownstown, Indiana",-86.0466,38.8791,3127
"7007","Warren Park, Indiana",-86.0517,39.7832,1543
"7008","Dupont, Indiana",-85.5169,38.8915,338
"7009","Uniondale, Indiana",-85.2415,40.8299,310
"7010","Silver Lake, Indiana",-85.8923,41.0744,924
"7011","West College Corner, Indiana",-84.819,39.5694,645
"7012","English, Indiana",-86.4592,38.3408,632
"7013","Medora, Indiana",-86.1715,38.8247,689
"7014","Spencer, Indiana",-86.7726,39.2861,2271
"7015","Borden, Indiana",-85.9491,38.4699,911
"7016","Burket, Indiana",-85.9687,41.155,194
"7017","Lyons, Indiana",-87.0813,38.9879,720
"7018","Wingate, Indiana",-87.0726,40.1724,262
"7019","West Baden Springs, Indiana",-86.612,38.5675,555
"7020","Terre Haute, Indiana",-87.3763,39.4654,92841
"7021","Corydon, Indiana",-86.1259,38.2132,5578
"7022","Sweetser, Indiana",-85.7668,40.5688,1177
"7023","Spring Grove, Indiana",-84.8912,39.8472,330
"7024","Orleans, Indiana",-86.4517,38.6615,2097
"7025","Russellville, Indiana",-86.9832,39.8568,349
"7026","Markle, Indiana",-85.3393,40.8275,1088
"7027","Middlebury, Indiana",-85.7073,41.6701,4247
"7028","Scottsburg, Indiana",-85.7839,38.6862,11326
"7029","Munster, Indiana",-87.5037,41.5468,22825
"7030","Redkey, Indiana",-85.1524,40.3481,1338
"7031","Holton, Indiana",-85.3847,39.0752,471
"7032","Richmond, Indiana",-84.8904,39.8318,42759
"7033","Town of Pines, Indiana",-86.9518,41.6882,700
"7034","Roachdale, Indiana",-86.8004,39.8491,895
"7035","New Market, Indiana",-86.9217,39.9527,629
"7036","Gas City, Indiana",-85.5984,40.4897,5874
"7037","Columbus, Indiana",-85.9178,39.2094,58406
"7038","Seymour, Indiana",-85.8914,38.9474,22918
"7039","South Bend, Indiana",-86.269,41.6771,279698
"7040","Vernon, Indiana",-85.6106,38.9853,309
"7041","Wanatah, Indiana",-86.8926,41.4304,1017
"7042","Akron, Indiana",-86.0249,41.0389,1122
"7043","Carbon, Indiana",-87.1078,39.5991,389
"7044","Kewanna, Indiana",-86.4125,41.0194,597
"7045","Royal Center, Indiana",-86.5,40.8644,835
"7046","Attica, Indiana",-87.2449,40.2877,4948
"7047","West Lafayette, Indiana",-86.9239,40.4432,45872
"7048","New Harmony, Indiana",-87.9308,38.1291,763
"7049","Milan, Indiana",-85.127,39.1255,1886
"7050","New Pekin, Indiana",-86.0152,38.5029,1371
"7051","Greens Fork, Indiana",-85.0411,39.8917,408
"7052","Morocco, Indiana",-87.4503,40.9445,1109
"7053","Vera Cruz, Indiana",-85.0795,40.7016,80
"7054","Dyer, Indiana",-87.5088,41.4977,15941
"7055","Clinton, Indiana",-87.4046,39.6607,6294
"7056","Dunreith, Indiana",-85.4364,39.8028,173
"7057","Upland, Indiana",-85.5008,40.4639,3287
"7058","Albion, Indiana",-85.4187,41.3966,2320
"7059","Greenfield, Indiana",-85.7739,39.7937,21709
"7060","Greendale, Indiana",-84.851,39.1317,4402
"7061","Amboy, Indiana",-85.9275,40.602,379
"7062","Centerville, Indiana",-84.9936,39.8295,2563
"7063","Kentland, Indiana",-87.4465,40.7739,1683
"7064","Crows Nest, Indiana",-86.1691,39.8566,75
"7065","New Chicago, Indiana",-87.2718,41.5587,1956
"7066","Onward, Indiana",-86.1952,40.6946,99
"7067","Plainfield, Indiana",-86.3726,39.7005,31409
"7068","Mount Summit, Indiana",-85.3861,40.0035,343
"7069","Utica, Indiana",-85.6561,38.338,808
"7070","Syracuse, Indiana",-85.749,41.4215,7085
"7071","Waterloo, Indiana",-85.0286,41.4319,2248
"7072","Knightsville, Indiana",-87.0891,39.5253,768
"7073","Clayton, Indiana",-86.5231,39.6883,1005
"7074","Cedar Grove, Indiana",-84.9371,39.3561,152
"7075","Columbia City, Indiana",-85.4854,41.1611,9342
"7076","Hanover, Indiana",-85.4724,38.7137,3543
"7077","Lowell, Indiana",-87.4183,41.2934,10102
"7078","Schneider, Indiana",-87.4462,41.1929,270
"7079","Cicero, Indiana",-86.0244,40.1248,4826
"7080","North Manchester, Indiana",-85.775,41.0044,5829
"7081","Bunker Hill, Indiana",-86.1012,40.66,859
"7082","Hartsville, Indiana",-85.6992,39.2669,390
"7083","Dillsboro, Indiana",-85.055,39.019,1317
"7084","Jasonville, Indiana",-87.1995,39.1619,2147
"7085","Michiana Shores, Indiana",-86.8181,41.7563,302
"7086","Shipshewana, Indiana",-85.5763,41.6749,703
"7087","Kingman, Indiana",-87.2786,39.9665,484
"7088","Elnora, Indiana",-87.0849,38.8762,657
"7089","Winamac, Indiana",-86.6037,41.0535,2422
"7090","Newport, Indiana",-87.4072,39.8841,487
"7091","Monroe, Indiana",-84.9413,40.7452,867
"7092","Oldenburg, Indiana",-85.2039,39.3387,661
"7093","Moores Hill, Indiana",-85.0905,39.1115,584
"7094","Markleville, Indiana",-85.6171,39.9765,515
"7095","La Fontaine, Indiana",-85.7221,40.6739,852
"7096","Orland, Indiana",-85.1723,41.7306,434
"7097","Brook, Indiana",-87.3653,40.8664,963
"7098","Milltown, Indiana",-86.2749,38.3425,807
"7099","Montgomery, Indiana",-87.0474,38.665,350
"7100","Covington, Indiana",-87.391,40.1405,2531
"7101","Cromwell, Indiana",-85.6141,41.4033,504
"7102","Lynnville, Indiana",-87.3141,38.1988,934
"7103","Bluffton, Indiana",-85.173,40.7426,10052
"7104","West Lebanon, Indiana",-87.3861,40.2724,696
"7105","Wallace, Indiana",-87.1482,39.9876,95
"7106","Zanesville, Indiana",-85.2807,40.9155,604
"7107","Monticello, Indiana",-86.7668,40.7455,8445
"7108","Salamonia, Indiana",-84.8659,40.3818,156
"7109","Ingalls, Indiana",-85.8041,39.965,2418
"7110","Kempton, Indiana",-86.2296,40.2878,311
"7111","Fort Wayne, Indiana",-85.1436,41.0885,326814
"7112","Jonesboro, Indiana",-85.6302,40.4797,1665
"7113","Avon, Indiana",-86.3916,39.7604,16960
"7114","Rome City, Indiana",-85.3607,41.4891,1399
"7115","Ashley, Indiana",-85.0624,41.5203,971
"7116","Martinsville, Indiana",-86.4207,39.4228,13097
"7117","Mooreland, Indiana",-85.2513,39.9973,362
"7118","Middletown, Indiana",-85.5422,40.0596,2451
"7119","Waveland, Indiana",-87.0454,39.8773,419
"7120","Topeka, Indiana",-85.5469,41.5398,1203
"7121","Ladoga, Indiana",-86.7991,39.9165,1005
"7122","River Forest, Indiana",-85.7294,40.1107,22
"7123","Montpelier, Indiana",-85.2874,40.5494,1714
"7124","Bargersville, Indiana",-86.2004,39.5414,7213
"7125","Gary, Indiana",-87.3472,41.5906,76424
"7126","Lizton, Indiana",-86.5421,39.884,497
"7127","Pine Village, Indiana",-87.2534,40.4495,208
"7128","Frankfort, Indiana",-86.5181,40.2799,16205
"7129","Liberty, Indiana",-84.926,39.6349,2046
"7130","Center Point, Indiana",-87.0752,39.4154,237
"7131","Harmony, Indiana",-87.0734,39.5335,630
"7132","Peru, Indiana",-86.0715,40.7585,12686
"7133","Jamestown, Indiana",-86.6263,39.9285,945
"7134","Mount Ayr, Indiana",-87.299,40.9523,119
"7135","Millhousen, Indiana",-85.435,39.2114,131
"7136","North Webster, Indiana",-85.6979,41.324,3707
"7137","Millersburg, Indiana",-85.6964,41.5277,937
"7138","Elizabeth, Indiana",-85.9729,38.1239,193
"7139","Oakland City, Indiana",-87.3492,38.3378,2505
"7140","Ellettsville, Indiana",-86.6221,39.2308,6622
"7141","Marion, Indiana",-85.66,40.5497,41550
"7142","Chesterton, Indiana",-87.0549,41.5995,13441
"7143","Burnettsville, Indiana",-86.5947,40.7612,337
"7144","Napoleon, Indiana",-85.3273,39.2042,229
"7145","Bloomingdale, Indiana",-87.2502,39.8306,327
"7146","Rockport, Indiana",-87.0537,37.8899,2209
"7147","Brookston, Indiana",-86.8663,40.6009,1515
"7148","Walkerton, Indiana",-86.4824,41.4656,3201
"7149","Wheatfield, Indiana",-87.0526,41.191,844
"7150","Daleville, Indiana",-85.5576,40.1186,1598
"7151","Westfield, Indiana",-86.1539,40.0314,37221
"7152","Beverly Shores, Indiana",-86.9804,41.685,609
"7153","Angola, Indiana",-85.005,41.6431,11169
"7154","Boston, Indiana",-84.8517,39.7412,133
"7155","Dayton, Indiana",-86.7747,40.3759,1618
"7156","Valparaiso, Indiana",-87.0528,41.4796,33104
"7157","Ridgeville, Indiana",-85.0285,40.292,765
"7158","Sulphur Springs, Indiana",-85.4393,39.9991,382
"7159","Battle Ground, Indiana",-86.852,40.507,1922
"7160","Osceola, Indiana",-86.0787,41.6647,2479
"7161","Huntington, Indiana",-85.5062,40.8812,17982
"7162","Orestes, Indiana",-85.7277,40.2694,410
"7163","Brazil, Indiana",-87.1244,39.5232,8110
"7164","Stinesville, Indiana",-86.6499,39.2998,213
"7165","West Harrison, Indiana",-84.8226,39.2577,283
"7166","Wilkinson, Indiana",-85.6089,39.8861,447
"7167","Osgood, Indiana",-85.292,39.1291,1615
"7168","Winfield, Indiana",-87.2623,41.4097,5560
"7169","Ambia, Indiana",-87.5164,40.4894,235
"7170","Lanesville, Indiana",-85.9859,38.2351,573
"7171","Indian Village, Indiana",-86.2322,41.7143,133
"7172","Parker City, Indiana",-85.2038,40.1898,1366
"7173","Elkhart, Indiana",-85.962,41.6919,147181
"7174","Selma, Indiana",-85.2755,40.1888,839
"7175","Argos, Indiana",-86.2525,41.2388,1647
"7176","Hardinsburg, Indiana",-86.2732,38.462,243
"7177","Carmel, Indiana",-86.1461,39.9658,91065
"7178","Odon, Indiana",-86.9891,38.8424,1404
"7179","Matthews, Indiana",-85.4975,40.3875,560
"7180","Huntingburg, Indiana",-86.9625,38.3009,5566
"7181","Oolitic, Indiana",-86.5253,38.8926,1157
"7182","Farmland, Indiana",-85.1273,40.1895,1280
"7183","Paoli, Indiana",-86.4699,38.5572,3196
"7184","Rockville, Indiana",-87.2295,39.7665,4231
"7185","Chalmers, Indiana",-86.8677,40.6626,497
"7186","Laconia, Indiana",-86.0855,38.0318,50
"7187","Hagerstown, Indiana",-85.1554,39.9115,1713
"7188","Whitewater, Indiana",-84.8309,39.9449,69
"7189","Sandborn, Indiana",-87.1849,38.8967,408
"7190","Universal, Indiana",-87.4554,39.6226,341
"7191","Kokomo, Indiana",-86.1277,40.464,79048
"7192","Larwill, Indiana",-85.6243,41.1792,281
"7193","Auburn, Indiana",-85.0559,41.3666,22257
"7194","Woodlawn Heights, Indiana",-85.6972,40.1184,78
"7195","Cambridge City, Indiana",-85.1703,39.8125,3590
"7196","Crown Point, Indiana",-87.3455,41.414,29176
"7197","Cannelton, Indiana",-86.7377,37.9106,1494
"7198","East Germantown, Indiana",-85.137,39.8131,370
"7199","Clear Lake, Indiana",-84.8392,41.7382,340
"7200","Elberfeld, Indiana",-87.4482,38.1617,650
"7201","Corunna, Indiana",-85.1441,41.4359,255
"7202","New Whiteland, Indiana",-86.0994,39.5618,6025
"7203","Danville, Indiana",-86.5081,39.7607,9676
"7204","Westport, Indiana",-85.5751,39.1772,1426
"7205","Yeoman, Indiana",-86.7236,40.6677,137
"7206","Edgewood, Indiana",-85.7374,40.1032,1871
"7207","Lapel, Indiana",-85.8463,40.066,2365
"7208","Marengo, Indiana",-86.3444,38.3714,816
"7209","Alton, Indiana",-86.4196,38.1211,55
"7210","Cayuga, Indiana",-87.4646,39.9474,1118
"7211","Poseyville, Indiana",-87.7834,38.1699,1028
"7212","West Terre Haute, Indiana",-87.4506,39.4638,2219
"7213","Newberry, Indiana",-87.0191,38.9237,190
"7214","Wheatland, Indiana",-87.3062,38.6632,472
"7215","Leo-Cedarville, Indiana",-85.0193,41.2198,3767
"7216","Connersville, Indiana",-85.141,39.6582,14740
"7217","Decatur, Indiana",-84.9281,40.8301,10572
"7218","Fortville, Indiana",-85.8465,39.924,3998
"7219","Lynn, Indiana",-84.9424,40.0488,1052
"7220","Sheridan, Indiana",-86.2195,40.1318,3094
"7221","Shamrock Lakes, Indiana",-85.4261,40.4117,222
"7222","Lafayette, Indiana",-86.8592,40.399,157955
"7223","New Palestine, Indiana",-85.8934,39.7255,2283
"7224","Boonville, Indiana",-87.2739,38.0452,6198
"7225","Meridian Hills, Indiana",-86.1568,39.8873,1686
"7226","Seelyville, Indiana",-87.2667,39.4936,1022
"7227","Galveston, Indiana",-86.1914,40.5772,1270
"7228","Alfordsville, Indiana",-86.9482,38.5607,105
"7229","East Chicago, Indiana",-87.4531,41.6487,28418
"7230","Paragon, Indiana",-86.5628,39.3948,659
"7231","Glenwood, Indiana",-85.3021,39.6261,241
"7232","Reynolds, Indiana",-86.8743,40.7492,517
"7233","Colfax, Indiana",-86.6673,40.1944,679
"7234","Michigantown, Indiana",-86.3915,40.3279,450
"7235","Losantville, Indiana",-85.1835,40.0236,229
"7236","Fowlerton, Indiana",-85.5728,40.4095,250
"7237","Southport, Indiana",-86.1171,39.66,1750
"7238","Clarksville, Indiana",-85.7674,38.3225,21920
"7239","Morristown, Indiana",-85.7045,39.6738,1340
"7240","Spurgeon, Indiana",-87.2588,38.2554,201
"7241","Ogden Dunes, Indiana",-87.1932,41.6229,1106
"7242","Frankton, Indiana",-85.772,40.2212,1820
"7243","Tell City, Indiana",-86.7596,37.9528,9677
"7244","Brooksburg, Indiana",-85.2445,38.735,81
"7245","Perrysville, Indiana",-87.436,40.0532,434
"7246","Walton, Indiana",-86.2444,40.6623,1023
"7247","Lewisville, Indiana",-85.3532,39.8068,357
"7248","North Salem, Indiana",-86.6445,39.8596,529
"7249","Newtown, Indiana",-87.1482,40.2044,247
"7250","Fishers, Indiana",-85.968,39.959,90127
"7251","Kingsford Heights, Indiana",-86.6927,41.4786,1409
"7252","Morgantown, Indiana",-86.2585,39.3729,986
"7253","Waynetown, Indiana",-87.0662,40.0879,947
"7254","Bedford, Indiana",-86.4895,38.8602,14896
"7255","Patriot, Indiana",-84.8293,38.8366,208
"7256","Zionsville, Indiana",-86.2921,39.999,26784
"7257","Dublin, Indiana",-85.2055,39.8127,761
"7258","Eaton, Indiana",-85.359,40.322,1737
"7259","Noblesville, Indiana",-86.0056,40.0354,60183
"7260","New Albany, Indiana",-85.8242,38.3078,36670
"7261","Sullivan, Indiana",-87.4074,39.0973,4384
"7262","Little York, Indiana",-85.9045,38.6993,188
"7263","Livonia, Indiana",-86.2778,38.5549,126
"7264","Camden, Indiana",-86.539,40.6099,604
"7265","Darlington, Indiana",-86.7765,40.1073,842
"7266","Shelbyville, Indiana",-85.7753,39.5319,20639
"7267","Clifford, Indiana",-85.8691,39.2827,235
"7268","Rochester, Indiana",-86.196,41.0591,7077
"7269","Yorktown, Indiana",-85.5123,40.183,11210
"7270","Crawfordsville, Indiana",-86.8966,40.0433,18109
"7271","Shoals, Indiana",-86.7939,38.6668,779
"7272","Anderson, Indiana",-85.6921,40.0875,86565
"7273","Shelburn, Indiana",-87.3971,39.179,1216
"7274","Butler, Indiana",-84.8721,41.4274,2670
"7275","Winslow, Indiana",-87.2129,38.3827,840
"7276","Evansville, Indiana",-87.5339,37.9882,233353
"7277","Linden, Indiana",-86.9028,40.189,753
"7278","Cloverdale, Indiana",-86.7995,39.5211,2088
"7279","Aurora, Indiana",-84.905,39.0653,3689
"7280","Loogootee, Indiana",-86.9143,38.6759,2926
"7281","Kingsbury, Indiana",-86.6974,41.5303,243
"7282","Clay City, Indiana",-87.1126,39.2769,835
"7283","Cadiz, Indiana",-85.487,39.9511,143
"7284","Sharpsville, Indiana",-86.0868,40.3795,575
"7285","Nappanee, Indiana",-85.9962,41.4452,7074
"7286","Dana, Indiana",-87.4945,39.8072,578
"7287","Sellersburg, Indiana",-85.7705,38.4029,8765
"7288","Dune Acres, Indiana",-87.0964,41.6447,185
"7289","Gentryville, Indiana",-87.0316,38.1091,268
"7290","Knightstown, Indiana",-85.5312,39.796,2828
"7291","Speedway, Indiana",-86.2479,39.7937,12102
"7292","Grabill, Indiana",-84.968,41.2099,1106
"7293","Logansport, Indiana",-86.3559,40.7502,20838
"7294","Burns Harbor, Indiana",-87.1256,41.6197,1643
"7295","Hymera, Indiana",-87.2989,39.1859,768
